Address,Amenities,Neighborhood,NeighborhoodLink,PropertyId,PropertyName,PropertyUrl,ReviewScore,VerifiedListing,is_single_unit
5550 Genesee Ct,"['Cable Ready', 'Reserved Parking', 'BBQ Area', 'Gas and Electricity Included', 'Laundry Facilities', 'Clubhouse', 'Fitness Center', 'Sundeck', 'Ceiling Fans', 'Cable Ready', 'Disposal', 'Kitchen', 'Microwave', 'Refrigerator', 'Dining Room', 'Recreation Room', 'Walk-In Closets']",Clairemont,https://www.apartments.com/clairemont-san-diego-ca/,9zd7yv5,Park Genesee,https://www.apartments.com/park-genesee-san-diego-ca/9zd7yv5/,4.5,verified,0
7777 Westside Dr,"['Plush eco-friendly carpeting in all bedrooms', 'Quartz countertops in kitchen and baths', 'Private patio or balcony', 'Refrigerator with ice-maker', ""Three Pools with Cabanas and TV's"", '9-foot ceilings', 'Controlled-Access Entry', 'Dishwasher', 'Electric Car-Charging Stations', 'Fully-equipped kitchens with stainless-steel GE appliances: Refrigerator with ice-maker, Dishwash...', 'Microwave', '10,000 Sq. Ft. Fitness & Recreation Center', 'Arcade Game Room with Shuffleboard Table', 'Club Room with Demonstration Kitchen', 'Roof-Deck Lounges with TVs', 'Bocce ball court', 'Dog-Washing Area', 'Half-Mile Jogging Loop', 'BBQ Areas, Outdoor Fireplaces', 'Custom tile or glass backsplash accents in kitchen', 'Hardwood-style flooring in main living areas and baths', 'In-home full-size washer and gas dryer', 'Three Pools W/ Cabanas And Tvs', 'Conference Room', 'Energy StarÂ® & Water SenseÂ® technology to minimize resident utility bills', 'Fit Lounge', 'Group Exercise Room and Climbing Wall', 'Media Screening Room with Stadium Seating', 'Open-air Billiard Lounge', 'Wi-Fi', 'Recycling', 'EV Charging', 'Business Center', 'Lounge', 'Conference Rooms', 'Fitness Center', 'Pool', 'Walking/Biking Trails', 'Gameroom', 'Media Center/Movie Theatre', 'Gated', 'Roof Terrace', 'Cabana', 'Grill', 'High Speed Internet Access', 'Air Conditioning', 'Heating', 'Smoke Free', 'Handrails', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Ice Maker', 'Kitchen', 'Microwave', 'Range', 'Refrigerator', 'Balcony', 'Patio', 'Deck']",Mission Valley,https://www.apartments.com/mission-valley-san-diego-ca/,bkkflg8,West Park,https://www.apartments.com/west-park-san-diego-ca/bkkflg8/,4.7,verified,0
1601 Broadway,"['Package Service', 'On-Site Retail', 'Recycling', 'EV Charging', 'Elevator', 'Lounge', 'Fitness Center', 'Pool', 'Bicycle Storage', 'Media Center/Movie Theatre', 'Courtyard', 'Washer/Dryer', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Quartz Countertops', 'Vinyl Flooring', 'Walk-In Closets', 'Linen Closet', 'Window Coverings', 'Balcony', 'Patio', 'Grill']",East Village,https://www.apartments.com/east-village-san-diego-ca/,zd2drxy,Artisan,https://www.apartments.com/artisan-san-diego-ca/zd2drxy/,4.7,verified,0
3829 5th Ave,"['Fitness Center With Trx Equipment', 'Modern Clubhouse With Gaming Area', 'Oversized windows with custom roller-shades', 'Rooftop Pool With Lounge', 'Studio, 1 & 2 bedroom plans', ""9' ceilings in most residences"", 'Convenient package management system', 'Co-working Lounge', 'Luxury wood-look vinyl plank flooring', 'Pet Spa', 'Pet spa with dog wash and grooming area', 'Planned resident events', 'Stacked front-loading GE washers and dryers', 'Spacious walk-in closets in most residences', 'Maintenance on site', '24 Hour Access', 'Clubhouse', 'Lounge', 'Fitness Center', 'Pool', 'Washer/Dryer', 'Tub/Shower', 'Stainless Steel Appliances', 'Kitchen', 'Quartz Countertops', 'Vinyl Flooring']",Hillcrest,https://www.apartments.com/hillcrest-san-diego-ca/,se7fgv7,Denizen,https://www.apartments.com/denizen-san-diego-ca/se7fgv7/,0,verified,0
2015 Hancock St,"['BBQ/Picnic Area', 'Ceiling Fan', 'Hardwood Floors', 'Courtyard', 'Dishwasher', 'Dog-Friendly Community', 'Extra Storage', 'Large Closets', 'Microwave', 'Skylight', 'Electronic Thermostat', 'Washer/Dryer', 'Bike Racks', 'Off Street Parking', 'Air Conditioner', 'Cable Ready', 'Efficient Appliances', 'Recycling', 'Spanish Speaking Staff', 'Wheelchair Access', 'Carport', 'High Ceilings', 'Refrigerator', 'Carpeting', 'Disposal', 'Night Patrol', 'View', 'Window Coverings', 'Package Service', 'Maintenance on site', 'Property Manager on Site', '24 Hour Access', 'Recycling', 'Public Transportation', 'Elevator', 'Fitness Center', 'Gated', 'Courtyard', 'Picnic Area', 'Washer/Dryer', 'Air Conditioning', 'Cable Ready', 'Dishwasher', 'Disposal', 'Microwave', 'Refrigerator', 'Hardwood Floors', 'Skylights', 'Window Coverings']",Midway District,https://www.apartments.com/midway-district-san-diego-ca/,z5thh3w,Loft2015 Apartments,https://www.apartments.com/loft2015-apartments-san-diego-ca/z5thh3w/,5.0,verified,0
6345 Gullstrand St,"['Free Classes', 'HD Movie Theatre', 'State of the Art Fitness Center', 'Larger Apartments 200sf++', 'Resort Style Pool', 'Fitness Center', 'Spa', 'Pool', 'Media Center/Movie Theatre', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Granite Countertops', 'Stainless Steel Appliances']",University City,https://www.apartments.com/university-city-san-diego-ca/,be9tnfc,Avia La Jolla II Senior 55+ Community,https://www.apartments.com/avia-la-jolla-ii-senior-55-community-san-diego-ca/be9tnfc/,5.0,verified,0
1440 Hotel Cir N,"['24-Hour Fitness Center', 'Smart Home Thermostats*', 'Spacious Closets', 'Outdoor Lounge', 'Patio or Balcony', 'Quartz Countertops*', 'Ceiling Fans*', 'Controlled Access Gates', 'Extra Large Soaking Tubs*', 'Pet-Friendly', 'Resident Lounge', 'Year-Round Resort-Style Pool', 'Additional Storage Available', 'Pet Waste Bags', 'Smoke-Free Apartment Living', 'Wood-Style Flooring*', 'Complimentary Coffee and Tea Bar', 'Pet Leashes', 'Stainless Steel Appliances*', 'Treat Station', 'Central Air Conditioning', 'Game Room', 'Granite Countertops*', 'In-Home Washer and Dryer', 'Secure, 24/7 Package Lockers', 'All-Season Spa', 'Built-In Desk*', 'Coworking Pods', 'Outdoor Grilling Station', 'USB Compatible Outlets*', 'Package Service', 'Wi-Fi', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', '24 Hour Access', 'Recycling', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'EV Charging', 'Public Transportation', 'Key Fob Entry', 'Elevator', 'Clubhouse', 'Breakfast/Coffee Concierge', 'Storage Space', 'Fitness Center', 'Spa', 'Pool', 'Bicycle Storage', 'Gameroom', 'Gated', 'Cabana', 'Courtyard', 'Grill', 'Picnic Area', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Tub/Shower', 'Sprinkler System', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Carpet', 'Vinyl Flooring', 'Dining Room', 'Built-In Bookshelves', 'Views', 'Walk-In Closets', 'Window Coverings', 'Balcony', 'Patio']",Mission Valley,https://www.apartments.com/mission-valley-san-diego-ca/,eq58rgm,Griffis Mission Valley,https://www.apartments.com/griffis-mission-valley-san-diego-ca/eq58rgm/,4.6,verified,0
4611-4649 Governor Dr,"['State of the Art Fitness Center', 'Resort Style Pool', 'HD Movie Theatre', 'Free Classes', 'Fitness Center', 'Spa', 'Pool', 'Media Center/Movie Theatre', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Smoke Free', 'Granite Countertops', 'Stainless Steel Appliances']",University City,https://www.apartments.com/university-city-san-diego-ca/,zgqj3lw,Town Park Villas Senior Apartments 55+,https://www.apartments.com/town-park-villas-senior-apartments-55-san-diego-ca/zgqj3lw/,4.8,verified,0
3417 Lebon Dr,"['Ceiling Fan', 'Dishwasher', 'Fireplace', 'High Ceilings', 'BBQ/Picnic Area', 'Internet Lounge', 'Large Closets', 'Laundry Facilities', 'Maintenance on site', 'Recycling', 'Elevator', 'Business Center', 'Clubhouse', 'Lounge', 'Fitness Center', 'Spa', 'Pool', 'Volleyball Court', 'Courtyard', 'Picnic Area', 'High Speed Internet Access', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Tub/Shower', 'Fireplace', 'Dishwasher', 'Disposal', 'Pantry', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Carpet', 'Vinyl Flooring', 'Dining Room', 'Office', 'Walk-In Closets', 'Window Coverings']",University City,https://www.apartments.com/university-city-san-diego-ca/,jfps2s6,Allina La Jolla,https://www.apartments.com/allina-la-jolla-san-diego-ca/jfps2s6/,4.8,verified,0
3455 Kearny Villa Rd,"['Disposal', 'Extra Storage', 'Large Closets', 'Mountain View', 'Night Patrol', 'Upgraded Lighting', 'Air Conditioner', 'Luxury Vinyl Plank Flooring', 'Refrigerator', 'Farmers Market Nearby', 'Granite countertops', 'Loft-style homes', 'Washer/Dryer', 'BBQ/Picnic Area', 'Courtyard', 'Dishwasher', 'Double vanity', 'Microwave', 'On-site Composting', 'Window Coverings', 'Bike Racks', 'On-Site Park', 'Smoke-free Interiors', 'Gas Range', 'Patio/Balcony', 'Smoke Free Community', 'Cable Ready', 'Efficient Appliances', 'Electric Vehicle Chargers', 'Running / Bike Path Nearby', 'TV Lounge', 'Carpeting', 'Community Fire Pits', 'Flexible Lease Terms', 'Recreation Room', 'Recycling', 'Package Service', 'Maintenance on site', 'Property Manager on Site', 'Trash Pickup - Door to Door', 'Planned Social Activities', 'Elevator', 'Clubhouse', 'Corporate Suites', 'Fitness Center', 'Spa', 'Pool', 'Gameroom', 'Media Center/Movie Theatre', 'Gated', 'Sundeck', 'Courtyard', 'Grill', 'Picnic Area', 'Wi-Fi', 'Washer/Dryer', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Cable Ready', 'Storage Space', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Microwave', 'Refrigerator', 'Carpet', 'Views', 'Walk-In Closets', 'Window Coverings', 'Balcony', 'Patio']",Kearny Mesa,https://www.apartments.com/kearny-mesa-san-diego-ca/,461567k,Mira Bella Apartments,https://www.apartments.com/mira-bella-apartments-san-diego-ca/461567k/,4.5,verified,0
1100 Dennery Rd,"['Air Conditioner', 'Cable Ready', 'Spanish Speaking Staff', 'Refrigerator with Icemaker', '9 Foot Ceilings', 'Gas Range', 'Built-In Computer Station*', 'Carpeted Floors', 'Conference Room', 'Vertical Blinds', 'Washer/Dryer', 'BBQ Area', 'Beautiful Landscaping', 'Disposal', 'Electric Fireplace*', 'Extra Storage*', 'Fireplace', 'Microwave', 'Night Patrol', 'Private Balconies and Patios', 'Spacious Closet', 'Archways and Sculpted Corners', 'Breakfast Bar', 'Recreation Room', 'Recycling', 'Dishwasher & Microwave', 'Easy Access to Freeways & Shopping', 'Electronic Thermostat', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', '24 Hour Access', 'Recycling', 'Public Transportation', 'Business Center', 'Clubhouse', 'Breakfast/Coffee Concierge', 'Storage Space', 'Conference Rooms', 'Fitness Center', 'Spa', 'Pool', 'Playground', 'Sundeck', 'Grill', 'Picnic Area', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Fireplace', 'Dishwasher', 'Disposal', 'Ice Maker', 'Microwave', 'Range', 'Refrigerator', 'Recreation Room', 'Walk-In Closets', 'Large Bedrooms', 'Deck']",Ocean Crest,https://www.apartments.com/ocean-crest-san-diego-ca/,vye0t0g,Casoleil,https://www.apartments.com/casoleil-san-diego-ca/vye0t0g/,4.3,verified,0
10802-B Camino Ruiz,"['Cable Ready', 'Window Coverings', 'Disposal', 'Night Patrol', 'Large Closets', 'Refrigerator', 'Air Conditioner', 'Carport', 'Pool View', 'Upgraded Flooring', 'Wheelchair Access', 'Electric Range', 'Off Street Parking', 'Patio/Balcony', 'Stainless Appliances', 'Carpeting', 'Gas and Electric Ranges', 'Recycling', 'Ceiling Fan', 'Dishwasher', 'Extra Storage', 'Microwave', 'Remodeled Interior', 'Laundry Facilities', 'Maintenance on site', 'Property Manager on Site', 'Recycling', 'Public Transportation', 'Spa', 'Pool', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Dishwasher', 'Disposal', 'Microwave', 'Range', 'Refrigerator', 'Window Coverings', 'Balcony', 'Patio']",Mira Mesa,https://www.apartments.com/mira-mesa-san-diego-ca/,lwlmmrg,The Casas,https://www.apartments.com/the-casas-san-diego-ca/lwlmmrg/,5.0,verified,0
